"Gesundheitsbereich";"Thema";"Seitenelement";"Textfunktion";"Kontext / Variante";"Deutscher Ausgangstext";"Aktueller Text";"Neuer Text";"Review-Kommentar";"Freigabe durch";"Freigabestatus";"Prüfhinweis";"Platzhalter";"Geschützte Begriffe";"ID (technisch)";"Domain (technisch)";"Sprache (technisch)";"Austauschformat (technisch)";"Quellversion (technisch)";"Zeilen-Hash (technisch)"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Spezial-Empfehlungen";"Dynamischer Text";"Kardiovaskulärer Vorsorge-Check, persönlicher BMI-Fallback-Risikofaktor";"BMI {{bmi}} ({{bmiClassLabel}}; Fettverteilung nicht ausreichend geklärt)";"IMC {{bmi}} ({{bmiClassLabel}}; distribuzione del grasso non sufficientemente chiarita)";"";"";"Marketing, Medizin";"Prüfung erforderlich";"BMI als weniger spezifischer Fallbackmarker, ohne Adipositasdiagnose.";"{{bmi}} | {{bmiClassLabel}}";"{{bmi}} | {{bmiClassLabel}}";"recommendation.special.act_kardio.risk_factor.body_composition_bmi";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"b03f6560a17777a7992b4cac821dad0f254c81b2d58beb13570686bdc90ba46e"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Spezial-Empfehlungen";"Dynamischer Text";"Kardiovaskulärer Vorsorge-Check, persönlicher WHtR-Risikofaktor";"Taille-Grösse-Verhältnis {{whtr}} ({{waistStatusLabel}})";"rapporto vita-altezza {{whtr}} ({{waistStatusLabel}})";"";"";"Marketing, Medizin";"Prüfung erforderlich";"Macht den tatsächlichen Screeningmarker im Mehrfaktorenmuster sichtbar; keine Diagnose.";"{{waistStatusLabel}} | {{whtr}}";"{{whtr}} | {{waistStatusLabel}}";"recommendation.special.act_kardio.risk_factor.body_composition_whtr";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"712aeec2da4f6ef5dd1f2cae4f9d43d7a194cb7c185fa81e7d4957c59df64999"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Dimensionsdetails";"Überschrift";"Dimensionsdetail · Titel";"Blutdruck nicht bekannt";"Pressione non nota";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.signal.blutdruck_unbekannt.title";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"cad3b2b10575155ac7c3a8280374a78d386a09e2c4aa45ced2e076c4776b6193"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Dimensionsdetails";"Persönliche Einordnung";"Dimensionsdetail · Einordnung";"Bluthochdruck verursacht typischerweise keine Symptome. Man kann ihn jahrelang haben, ohne etwas zu merken – Messen ist der einzige Weg, ihn zu finden.";"L’ipertensione in genere non causa sintomi. Può essere presente per anni senza che ci si accorga: misurarla è l’unico modo per individuarla.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.signal.blutdruck_unbekannt.insight";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"6e962e7a1c759ed97eae62a2ea317ee486c958544e937c40472447e99c58ca66"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Dimensionsdetails";"Medizinische Klärung";"Dimensionsdetail · medizinischer Klärungshinweis";"Ob wiederholt erhöhte Werte vorliegen und ob weitere Risikofaktoren dazukommen.";"Se vi sono valori ripetutamente elevati e se si aggiungono altri fattori di rischio.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.signal.blutdruck_unbekannt.clarify";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"ddbd3de8fa160ebf01bf5b31e925628c95ead9eed8382f765167e1f258bf3993"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Risikosignale";"Risikosignal";"Ergebnisseite, medizinisches Signal unbekannter Blutdruck";"Ihr Blutdruck ist Ihnen nicht bekannt. Eine einfache Messung schafft Klarheit.";"Non conosce la Sua pressione. Una semplice misurazione fa chiarezza.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.risk_signal.blutdruck_unbekannt.label";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"94ca06bd799146f5b7622e1962992176fc89d5f217a898153e0a648980c42c56"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Dimensionsdetails";"Überschrift";"Dimensionsdetail · Titel";"Bekannter Bluthochdruck";"Ipertensione nota";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.signal.bluthochdruck.title";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"bd91561bf82540a8e69b3b9afa6463a7db6bd7425e43121371c4c6ab97a3e1b7"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Dimensionsdetails";"Persönliche Einordnung";"Dimensionsdetail · Einordnung";"Bluthochdruck und ungünstige Blutfette tragen beide zum Herz-Kreislauf-Risiko bei. Ein gut eingestellter Blutdruck senkt dieses Risiko, auch wenn die Veränderung oft nicht direkt spürbar ist.";"L’ipertensione e valori sfavorevoli dei lipidi nel sangue contribuiscono entrambi al rischio cardiovascolare. Una pressione ben controllata riduce questo rischio, anche se il cambiamento spesso non è direttamente percepibile.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"Universelle Wechselwirkung und absolutes Messbarkeits-Wording entfernt; durch Marketing und Medizin freigeben.";"";"";"recommendation.signal.bluthochdruck.insight";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"cfb318827cdf8df79c6ddba5e5dd068313d7f875f8c825cad6699bee4c85f9b8"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Dimensionsdetails";"Medizinische Klärung";"Dimensionsdetail · medizinischer Klärungshinweis";"Zielwert, Medikation und – oft vergessen – ob Ihre Blutfette inklusive ApoB und Ihr Lp(a) je bestimmt wurden.";"Il valore obiettivo, la terapia farmacologica e, aspetto spesso dimenticato, se siano mai stati determinati i lipidi nel sangue, compresi l’ApoB e la Lp(a).";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.signal.bluthochdruck.clarify";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"15b0f9550f4ad9c89176ec0a2c8fc8add09c338604404f85b112d857a8af212c"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Zusatzhinweise bei abgedeckten Aktionsschritten";"Vertiefung";"Zusatzhinweis bei bereits abgedecktem Aktionsschritt";"Ein Detail für das Arztgespräch: Je nach Risikoprofil kann ApoB zusätzliche Information zum Lipidprofil liefern. Lp(a) sollte im Erwachsenenleben in der Regel mindestens einmal bestimmt werden.";"Un dettaglio per il colloquio medico: a seconda del profilo di rischio, ApoB può fornire informazioni aggiuntive rispetto al profilo lipidico. Di norma, Lp(a) dovrebbe essere determinata almeno una volta nella vita adulta.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"ApoB und Lp(a) fachlich getrennt; durch Marketing und Medizin freigeben.";"";"";"recommendation.signal.bluthochdruck.deepen";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"193a3b564831c8fc4e934269791b6da7655312a4b415a837275b79f7ca0d51b8"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Risikosignale";"Risikosignal";"Ergebnisseite, medizinisches Signal bekannter Bluthochdruck";"Bei Ihnen ist Bluthochdruck bekannt oder Sie nehmen dafür Medikamente – bleiben Sie mit Ihrer Fachperson in Kontakt.";"Nel Suo caso è nota un’ipertensione oppure assume farmaci per trattarla: mantenga i contatti con la figura professionale che La segue.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.risk_signal.bluthochdruck.label";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"af61b6d3cd3d23997bbc6e82740b9a8ab44844ec9f19a15a596637ba7a589b92"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Coach-Antworten";"Begründung / Einordnung";"Demo-Coach-Antwort zu Blutdruck, Cholesterin, Blutzucker oder Laborwerten";"Konkrete Werte sollten Sie ärztlich einordnen lassen – ich kann und darf das nicht bewerten. Sinnvoll ist, unbekannte Basiswerte (Blutdruck, Blutzucker/HbA1c, Blutfette) bei Gelegenheit bestimmen zu lassen.";"I valori concreti devono essere valutati da un medico: non posso né devo interpretarli. Se i valori di base non sono noti, può essere utile far misurare, quando possibile, la pressione arteriosa, la glicemia/HbA1c e i lipidi nel sangue.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"coach.answer.medical_values";"coach";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"22591e30dbe6af3030549fafe686a482cd0e495793c197d719e1c262560f4ea5"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Überschrift";"Empfehlungskarte · Einflussfaktoren · Titel";"Blutdruck einmal messen";"Misurare una volta la pressione";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_bd_messen.title";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"34b400e5aa8d525266316f45a4ba1e700bb8613443f8d4aab61855f95da2af3f"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Begründung / Einordnung";"Empfehlungskarte · Einflussfaktoren · Begründung";"Sie kennen Ihren Blutdruck aktuell nicht. Da hoher Blutdruck meist keine Symptome macht, ist Messen die einzige Möglichkeit, ihn früh zu erkennen.";"Attualmente non conosce la Sua pressione. Poiché l’ipertensione di solito non causa sintomi, la misurazione è l’unico modo per riconoscerla precocemente.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_bd_messen.why";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"4e273b8ed4b13de6c618e12531850992c0f87956ec809ab4848753aa3eb7de19"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Nächster Schritt";"Empfehlungskarte · Einflussfaktoren · konkreter nächster Schritt";"Messen Sie Ihren Blutdruck in den nächsten Wochen ein paar Mal in Ruhe – in vielen Apotheken oder mit einem Heimgerät.";"Nelle prossime settimane misuri alcune volte la pressione a riposo, in molte farmacie oppure con un apparecchio domestico.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_bd_messen.step";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"318a320afa4d3c7f1cc6e931f50e73c30f0d68c6236c30edc0e5fefc7d296a1f"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Erwarteter Nutzen";"Empfehlungskarte · Einflussfaktoren · erwarteter Nutzen";"Sie erkennen frühzeitig, ob Handlungsbedarf besteht, und können gezielt vorsorgen.";"Può riconoscere per tempo un’eventuale necessità d’intervento e adottare misure preventive mirate.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_bd_messen.benefit";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"ba35e0351b3477afaf42ab29df770a254112064b21425cb58ab14b7b63e6ecae"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Diese Woche";"Messen Sie Ihren Blutdruck – in der Apotheke, mit einem Heimgerät oder in der Arztpraxis. Als grobe Orientierung gelten Werte ab etwa <b>140/90 mmHg</b> (Praxismessung) als behandlungsbedürftig; die Einordnung gehört in ärztliche Hände.";"Misuri la pressione in farmacia, con un apparecchio domestico o nello studio medico. Come orientamento generale, valori a partire da circa <b>140/90 mmHg</b> misurati nello studio richiedono attenzione terapeutica; la valutazione spetta a un medico.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.plan.ei_bd_messen.this_week";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"10f91de64385c04942a0e6a1f85896ecb5e2477fef9db5e4846513efd18fdb81"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Woche 2–3";"Wiederholen Sie die Messung an zwei bis drei weiteren Tagen. Bluthochdruck macht typischerweise <b>keine Symptome</b> – deshalb ist Messen die einzige Möglichkeit, ihn früh zu erkennen. Ein einzelner erhöhter Wert bedeutet noch keine Diagnose.";"Ripeta la misurazione in altri due o tre giorni. L’ipertensione in genere <b>non causa sintomi</b>: misurarla è quindi l’unico modo per riconoscerla precocemente. Un singolo valore elevato non costituisce ancora una diagnosi.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.plan.ei_bd_messen.weeks_2_3";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"c6c2935a40309151b65054e41f51cbff511db410b32549bdebc4e90945db5eec"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Woche 4";"Sind die Werte wiederholt erhöht: Termin vereinbaren und gleich das Lipidprofil mitbestimmen lassen. Sind sie normal: Kontrolle in ein bis zwei Jahren eintragen – Vorsorge wirkt nur, wenn sie ein Rhythmus wird und keine einmalige Aktion bleibt.";"Se i valori sono ripetutamente elevati, fissi un appuntamento e faccia determinare anche il profilo lipidico. Se sono normali, annoti un controllo tra uno o due anni: la prevenzione è efficace solo se diventa una routine e non rimane un’azione isolata.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.plan.ei_bd_messen.week_4";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"28a2fb1b4ceea21f19c08e44ba056c4e6ccec15bcd54b12227b5087d3eb6c229"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Überschrift";"Empfehlungskarte · Einflussfaktoren · Titel";"Bluthochdruck gut begleiten";"Gestire bene l’ipertensione";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_bluthochdruck.title";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"3a57a87e2becade6103fe914943ba4b6cea915f2667381fd8ea859f52c2508cb"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Begründung / Einordnung";"Empfehlungskarte · Einflussfaktoren · Begründung";"Bei Ihnen ist Bluthochdruck bekannt. Dauerhaft hohe Werte belasten Herz, Gefässe und Nieren – oft ohne spürbare Symptome. Gut eingestellt, sinkt Ihr Risiko deutlich.";"Nel Suo caso è nota un’ipertensione. Valori costantemente elevati sollecitano cuore, vasi sanguigni e reni, spesso senza sintomi percepibili. Se ben controllata, il rischio diminuisce sensibilmente.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_bluthochdruck.why";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"7badaca6cfdbc213514ebd199a4b09bd223c095ffd70f13f9f7e69fb650cd972"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Nächster Schritt";"Empfehlungskarte · Einflussfaktoren · konkreter nächster Schritt";"Bleiben Sie mit Ihrer Fachperson in Kontakt, messen Sie regelmässig und unterstützen Sie die Behandlung mit Bewegung und salzbewusster Ernährung.";"Mantenga i contatti con la figura professionale che La segue, misuri regolarmente la pressione e sostenga il trattamento con il movimento e un’alimentazione attenta al sale.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_bluthochdruck.step";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"7e889718f29e59c6d2d95785689e03fbf1bf1e8eb43cb0574b331e3e0bf8d610"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Erwarteter Nutzen";"Empfehlungskarte · Einflussfaktoren · erwarteter Nutzen";"Ein gut eingestellter Blutdruck senkt das Risiko für Herzinfarkt, Schlaganfall und Nierenschäden erheblich.";"Una pressione ben controllata riduce notevolmente il rischio di infarto, ictus e danni renali.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_bluthochdruck.benefit";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"ea09de80a8019becae88a68025511443f2268fccff174f0656f79fed07625399"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Diese Woche";"Messen Sie an drei Tagen morgens und abends im Sitzen nach fünf Minuten Ruhe und notieren Sie die Werte. Wichtig: Nicht Einzelwerte zählen, sondern der Durchschnitt über mehrere Tage – so entsteht ein belastbares Bild für die nächste Sprechstunde.";"Per tre giorni misuri la pressione al mattino e alla sera, da seduto/a dopo cinque minuti di riposo, e annoti i valori. Importante: non contano i singoli valori, ma la media di più giorni; così si ottiene un quadro affidabile per la prossima visita.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.plan.ei_bluthochdruck.this_week";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"cee6470ef54f32319ffe67666eb9fd168fb57f880809502deabc4c3a5624274d"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Woche 2–3";"Zwei Hebel mit belegter Wirkung: <b>Salz</b> (Fertigprodukte, Brot, Käse und Wurst liefern den Löwenanteil – nicht der Salzstreuer) und <b>Ausdauerbewegung</b> an den meisten Tagen der Woche. Alkohol reduzieren wirkt zusätzlich. Setzen Sie einen dieser Punkte konsequent um, statt alle halbherzig.";"Due leve di efficacia comprovata: <b>sale</b> (la quota maggiore proviene da prodotti pronti, pane, formaggio e salumi, non dalla saliera) e <b>attività aerobica</b> nella maggior parte dei giorni della settimana. Ridurre l’alcol produce un effetto aggiuntivo. Attui con costanza uno di questi punti invece di affrontarli tutti a metà.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.plan.ei_bluthochdruck.weeks_2_3";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"d22cfe61b7db14fec0fbdaa9294c7eb724290e4b433a9d13b238c9e18665b2c1"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Woche 4";"Bringen Sie Ihre Messreihe zum nächsten Termin mit und klären Sie zwei Fragen: Ist mein Zielwert erreicht, und sind meine Blutfette (inkl. <b>ApoB</b>) sowie <b>Lp(a)</b> je bestimmt worden? Bluthochdruck wirkt zusammen mit erhöhten Blutfetten überproportional auf die Gefässe – beide Faktoren gehören zusammen betrachtet.";"Porti la serie di misurazioni al prossimo appuntamento e chiarisca due domande: il mio valore obiettivo è raggiunto e sono mai stati determinati i lipidi nel sangue, incluso <b>ApoB</b>, e <b>Lp(a)</b>? L’ipertensione e valori elevati dei lipidi agiscono insieme sui vasi in modo più che proporzionale: entrambi i fattori vanno considerati congiuntamente.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.plan.ei_bluthochdruck.week_4";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"3523a59c155a73b7885d3fbd30d69438ea952212d035da78285ef6860c27f8a1"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Überschrift";"Empfehlungskarte · Einflussfaktoren · Titel";"Familiäres Risiko in die Vorsorge einbeziehen";"Considerare il rischio familiare nella prevenzione";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_familie.title";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"55770ac2a5d194af9456f39102a0fbdc3786641695c2101b412f8d5f210630d1"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Begründung / Einordnung";"Empfehlungskarte · Einflussfaktoren · Begründung";"In Ihrer nahen Familie kommen Herz-Kreislauf-Erkrankungen, Diabetes oder erbliche Erkrankungen vor. Das ist kein Schicksal – aber ein guter Grund, Ihre Familiengeschichte medizinisch einordnen zu lassen.";"Nella Sua famiglia stretta sono presenti malattie cardiovascolari, diabete o malattie ereditarie. Non è un destino inevitabile, ma un buon motivo per far valutare la storia familiare da un professionista sanitario.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"An die breite Familienfrage angepasst; durch Marketing und Medizin freigeben.";"";"";"recommendation.catalog.ei_familie.why";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"0149a8c61be45c7ffa40b05621f41c22f3481595b83c6429aaf5b7541b3cb094"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Nächster Schritt";"Empfehlungskarte · Einflussfaktoren · konkreter nächster Schritt";"Besprechen Sie Ihre Familiengeschichte bei Gelegenheit mit einer medizinischen Fachperson und klären Sie, welche Basiswerte oder gezielten Untersuchungen für Sie sinnvoll sind.";"Parli della Sua storia familiare con un professionista sanitario alla prossima occasione e chiarisca quali valori di base o accertamenti mirati siano utili nel Suo caso.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"An die breite Familienfrage angepasst; durch Marketing und Medizin freigeben.";"";"";"recommendation.catalog.ei_familie.step";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"a603c33fe636e53f55bef24fd8159eda3152cf4e54089cf7272bf404673af77a"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Erwarteter Nutzen";"Empfehlungskarte · Einflussfaktoren · erwarteter Nutzen";"Wer sein Risiko kennt, kann Prävention früher und gezielter ausrichten.";"Conoscere il proprio rischio permette di orientare la prevenzione prima e in modo più mirato.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_familie.benefit";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"e8bb33c024b4e9ffeaceb4752e3573264c745b4bca41139a9a90fe57e8ce3a92"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Diese Woche";"Tragen Sie zusammen, wer in Ihrer nahen Familie (Eltern, Geschwister) an welcher Erkrankung und in welchem Alter erkrankt ist. Bei Herz-Kreislauf-Erkrankungen ist ein Auftreten vor 55 Jahren bei Männern beziehungsweise vor 65 Jahren bei Frauen besonders relevant.";"Raccolga le informazioni su chi nella Sua famiglia stretta (genitori, fratelli o sorelle) si è ammalato, di quale malattia e a quale età. Per le malattie cardiovascolari è particolarmente rilevante un esordio prima dei 55 anni negli uomini o prima dei 65 anni nelle donne.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"Altersgrenzen ausdrücklich auf Herz-Kreislauf-Erkrankungen begrenzt; durch Marketing und Medizin freigeben.";"";"";"recommendation.plan.ei_familie.this_week";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"5778aa6fd5218c4c0b053be4afa4b1adfc4076d849f3adb62f0422111447bfa6"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Woche 2–3";"Vereinbaren Sie einen Termin und bringen Sie diese Familiengeschichte mit. Falls in Ihrer Familie früh Herz-Kreislauf-Erkrankungen aufgetreten sind, besprechen Sie Blutdruck und ein Lipidprofil sowie, ob Lp(a) bereits einmal bestimmt wurde; ob ApoB zusätzlich hilft, hängt von Ihrem Risikoprofil ab. Bei Diabetes oder anderen erblichen Erkrankungen legt die Fachperson die passenden Untersuchungen fest.";"Fissi un appuntamento e porti con sé la storia familiare. Se nella Sua famiglia si sono verificate precocemente malattie cardiovascolari, discuta pressione arteriosa e profilo lipidico, nonché se la Lp(a) sia già stata misurata una volta; l’utilità aggiuntiva di ApoB dipende dal Suo profilo di rischio individuale. In caso di diabete o altre malattie ereditarie, la figura professionale sanitaria stabilirà gli esami appropriati.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"Kardiovaskuläre Werte nur konditional bei tatsächlich früher Herz-Kreislauf-Familiengeschichte; ApoB nicht als Standardtest formuliert. Durch Marketing und Medizin freigeben.";"";"Lp(a) | ApoB";"recommendation.plan.ei_familie.weeks_2_3";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"80092a17efbc7577fbff202a10bc0bfe7781010edae264f5ccf7c74ef03920e2"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"4-Wochen-Pläne";"4-Wochen-Plan";"4-Wochen-Plan · Woche 4";"Klären Sie, ob und wann Früherkennungsuntersuchungen für Sie sinnvoll sind, und legen Sie den nächsten Kontrolltermin fest. Familiäre Vorbelastung ist kein Schicksal, sondern ein Vorsprung – wenn man ihn nutzt.";"Chiarisca se e quando sono opportuni esami di diagnosi precoce per Lei e stabilisca il prossimo controllo. Una predisposizione familiare non è un destino, ma un vantaggio informativo, se lo si utilizza.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"recommendation.plan.ei_familie.week_4";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"31f5b66e4de666c8d6d3b1b1a1f344beb76882c6f780577569ac18f42e7f2404"
"Einflussfaktoren";"Herz-Kreislauf & Vorsorge";"Empfehlungskarten";"Überschrift";"Empfehlungskarte · Einflussfaktoren · Titel";"Ihre Familiengeschichte kennenlernen";"Conoscere la propria storia familiare";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"recommendation.catalog.ei_familienwissen.title";"recommendations";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"296774cfc9fa2523e4a70c2ed604a77e67905396d3f4809b8868dadf6e6ba387"
